qa_name,config_name,node_line_name,node_type,module_name,top_k,bm25_tokenizer,vectordb,normalize_method,retrieval_recall,retrieval_mrr,retrieval_ndcg,retrieval_f1,retrieval_precision,execution_time,is_best,module_params_json,node_params_json,summary_path,best_execution_time,best_module_filename,best_module_name,best_module_params,filename,module_params,retrieval_map,test_weight_size,weight_range
qa_mixed_technical,05_bm25_tokenizer_sweep_topk_05,,,BM25,5,space,,,0.89,0.7025555555555555,0.7491353109702714,0.2966666666666667,0.1779999999999999,0.0014652188618977,False,"{""bm25_tokenizer"": ""space"", ""top_k"": 5}",{},rag_corpus/autorag/vega_lite/trials/qa_mixed_technical/05_bm25_tokenizer_sweep_topk_05/0/retrieve_node_line/lexical_retrieval/summary.csv,,,,,1.parquet,"{'top_k': 5, 'bm25_tokenizer': 'space'}",0.7025555555555555,,
qa_mixed_technical,01_bm25_topk_03,,,BM25,3,porter_stemmer,,,0.7833333333333333,0.6816666666666666,0.7077356062261938,0.3916666666666666,0.261111111111111,0.0012154555320739,True,"{""bm25_tokenizer"": ""porter_stemmer"", ""top_k"": 3}",{},rag_corpus/autorag/vega_lite/trials/qa_mixed_technical/01_bm25_topk_03/0/retrieve_node_line/lexical_retrieval/summary.csv,,,,,0.parquet,"{'top_k': 3, 'bm25_tokenizer': 'porter_stemmer'}",0.6816666666666666,,
qa_mixed_technical,01_bm25_topk_03,,lexical_retrieval,,3,,,,,,,,,,,{},{},rag_corpus/autorag/vega_lite/trials/qa_mixed_technical/01_bm25_topk_03/0/retrieve_node_line/summary.csv,0.0012154555320739,0.parquet,BM25,"{'top_k': 3, 'bm25_tokenizer': 'porter_stemmer'}",,,,,
qa_mixed_technical,01_bm25_topk_03,retrieve_node_line,lexical_retrieval,,3,,,,,,,,,,,{},{},rag_corpus/autorag/vega_lite/trials/qa_mixed_technical/01_bm25_topk_03/0/summary.csv,0.0012154555320739,0.parquet,BM25,"{'top_k': 3, 'bm25_tokenizer': 'porter_stemmer'}",,,,,
qa_mixed_technical,02_bm25_topk_05,,lexical_retrieval,,5,,,,,,,,,,,{},{},rag_corpus/autorag/vega_lite/trials/qa_mixed_technical/02_bm25_topk_05/0/retrieve_node_line/summary.csv,0.0016040436426798,0.parquet,BM25,"{'top_k': 5, 'bm25_tokenizer': 'porter_stemmer'}",,,,,
qa_mixed_technical,02_bm25_topk_05,retrieve_node_line,lexical_retrieval,,5,,,,,,,,,,,{},{},rag_corpus/autorag/vega_lite/trials/qa_mixed_technical/02_bm25_topk_05/0/summary.csv,0.0016040436426798,0.parquet,BM25,"{'top_k': 5, 'bm25_tokenizer': 'porter_stemmer'}",,,,,
qa_mixed_technical,03_bm25_topk_10,,lexical_retrieval,,10,,,,,,,,,,,{},{},rag_corpus/autorag/vega_lite/trials/qa_mixed_technical/03_bm25_topk_10/0/retrieve_node_line/summary.csv,0.0025547345479329,0.parquet,BM25,"{'top_k': 10, 'bm25_tokenizer': 'porter_stemmer'}",,,,,
qa_mixed_technical,03_bm25_topk_10,retrieve_node_line,lexical_retrieval,,10,,,,,,,,,,,{},{},rag_corpus/autorag/vega_lite/trials/qa_mixed_technical/03_bm25_topk_10/0/summary.csv,0.0025547345479329,0.parquet,BM25,"{'top_k': 10, 'bm25_tokenizer': 'porter_stemmer'}",,,,,
qa_mixed_technical,04_bm25_topk_20,,lexical_retrieval,,20,,,,,,,,,,,{},{},rag_corpus/autorag/vega_lite/trials/qa_mixed_technical/04_bm25_topk_20/0/retrieve_node_line/summary.csv,0.0047934436798095,0.parquet,BM25,"{'top_k': 20, 'bm25_tokenizer': 'porter_stemmer'}",,,,,
qa_mixed_technical,04_bm25_topk_20,retrieve_node_line,lexical_retrieval,,20,,,,,,,,,,,{},{},rag_corpus/autorag/vega_lite/trials/qa_mixed_technical/04_bm25_topk_20/0/summary.csv,0.0047934436798095,0.parquet,BM25,"{'top_k': 20, 'bm25_tokenizer': 'porter_stemmer'}",,,,,
qa_mixed_technical,05_bm25_tokenizer_sweep_topk_05,,lexical_retrieval,,5,,,,,,,,,,,{},{},rag_corpus/autorag/vega_lite/trials/qa_mixed_technical/05_bm25_tokenizer_sweep_topk_05/0/retrieve_node_line/summary.csv,0.0015667541821797,0.parquet,BM25,"{'top_k': 5, 'bm25_tokenizer': 'porter_stemmer'}",,,,,
qa_mixed_technical,05_bm25_tokenizer_sweep_topk_05,retrieve_node_line,lexical_retrieval,,5,,,,,,,,,,,{},{},rag_corpus/autorag/vega_lite/trials/qa_mixed_technical/05_bm25_tokenizer_sweep_topk_05/0/summary.csv,0.0015667541821797,0.parquet,BM25,"{'top_k': 5, 'bm25_tokenizer': 'porter_stemmer'}",,,,,
qa_mixed_technical,06_bm25_tokenizer_sweep_topk_10,,lexical_retrieval,,10,,,,,,,,,,,{},{},rag_corpus/autorag/vega_lite/trials/qa_mixed_technical/06_bm25_tokenizer_sweep_topk_10/0/retrieve_node_line/summary.csv,0.0027979286511739,1.parquet,BM25,"{'top_k': 10, 'bm25_tokenizer': 'porter_stemmer'}",,,,,
qa_mixed_technical,06_bm25_tokenizer_sweep_topk_10,retrieve_node_line,lexical_retrieval,,10,,,,,,,,,,,{},{},rag_corpus/autorag/vega_lite/trials/qa_mixed_technical/06_bm25_tokenizer_sweep_topk_10/0/summary.csv,0.0027979286511739,1.parquet,BM25,"{'top_k': 10, 'bm25_tokenizer': 'porter_stemmer'}",,,,,
qa_title_query,02_bm25_topk_05,,,BM25,5,porter_stemmer,,,1.0,0.987,0.99017782560806,0.3333333333333335,0.1999999999999999,0.0017355060577392,True,"{""bm25_tokenizer"": ""porter_stemmer"", ""top_k"": 5}",{},rag_corpus/autorag/vega_lite/trials/qa_title_query/02_bm25_topk_05/0/retrieve_node_line/lexical_retrieval/summary.csv,,,,,0.parquet,"{'top_k': 5, 'bm25_tokenizer': 'porter_stemmer'}",0.987,,
qa_title_query,05_bm25_tokenizer_sweep_topk_05,,,BM25,5,porter_stemmer,,,1.0,0.987,0.99017782560806,0.3333333333333335,0.1999999999999999,0.0017149019241333,True,"{""bm25_tokenizer"": ""porter_stemmer"", ""top_k"": 5}",{},rag_corpus/autorag/vega_lite/trials/qa_title_query/05_bm25_tokenizer_sweep_topk_05/0/retrieve_node_line/lexical_retrieval/summary.csv,,,,,0.parquet,"{'top_k': 5, 'bm25_tokenizer': 'porter_stemmer'}",0.987,,
qa_title_query,03_bm25_topk_10,,,BM25,10,porter_stemmer,,,1.0,0.987,0.99017782560806,0.1818181818181819,0.0999999999999999,0.0027100253105163,True,"{""bm25_tokenizer"": ""porter_stemmer"", ""top_k"": 10}",{},rag_corpus/autorag/vega_lite/trials/qa_title_query/03_bm25_topk_10/0/retrieve_node_line/lexical_retrieval/summary.csv,,,,,0.parquet,"{'top_k': 10, 'bm25_tokenizer': 'porter_stemmer'}",0.987,,
qa_title_query,06_bm25_tokenizer_sweep_topk_10,,,BM25,10,porter_stemmer,,,1.0,0.987,0.99017782560806,0.1818181818181819,0.0999999999999999,0.0027838015556335,True,"{""bm25_tokenizer"": ""porter_stemmer"", ""top_k"": 10}",{},rag_corpus/autorag/vega_lite/trials/qa_title_query/06_bm25_tokenizer_sweep_topk_10/0/retrieve_node_line/lexical_retrieval/summary.csv,,,,,1.parquet,"{'top_k': 10, 'bm25_tokenizer': 'porter_stemmer'}",0.987,,
qa_title_query,04_bm25_topk_20,,,BM25,20,porter_stemmer,,,1.0,0.987,0.99017782560806,0.0952380952380952,0.0499999999999999,0.0047898006439208,True,"{""bm25_tokenizer"": ""porter_stemmer"", ""top_k"": 20}",{},rag_corpus/autorag/vega_lite/trials/qa_title_query/04_bm25_topk_20/0/retrieve_node_line/lexical_retrieval/summary.csv,,,,,0.parquet,"{'top_k': 20, 'bm25_tokenizer': 'porter_stemmer'}",0.987,,
qa_title_query,01_bm25_topk_03,,,BM25,3,porter_stemmer,,,0.99,0.985,0.9863092975357144,0.495,0.33,0.0012947535514831,True,"{""bm25_tokenizer"": ""porter_stemmer"", ""top_k"": 3}",{},rag_corpus/autorag/vega_lite/trials/qa_title_query/01_bm25_topk_03/0/retrieve_node_line/lexical_retrieval/summary.csv,,,,,0.parquet,"{'top_k': 3, 'bm25_tokenizer': 'porter_stemmer'}",0.985,,
qa_title_query,06_bm25_tokenizer_sweep_topk_10,,,BM25,10,space,,,1.0,0.9816666666666668,0.9861806669425094,0.1818181818181819,0.0999999999999999,0.0025847387313842,False,"{""bm25_tokenizer"": ""space"", ""top_k"": 10}",{},rag_corpus/autorag/vega_lite/trials/qa_title_query/06_bm25_tokenizer_sweep_topk_10/0/retrieve_node_line/lexical_retrieval/summary.csv,,,,,0.parquet,"{'top_k': 10, 'bm25_tokenizer': 'space'}",0.9816666666666668,,
qa_title_query,05_bm25_tokenizer_sweep_topk_05,,,BM25,5,space,,,0.99,0.98,0.9826185950714292,0.3300000000000001,0.1979999999999999,0.0015194058418273,False,"{""bm25_tokenizer"": ""space"", ""top_k"": 5}",{},rag_corpus/autorag/vega_lite/trials/qa_title_query/05_bm25_tokenizer_sweep_topk_05/0/retrieve_node_line/lexical_retrieval/summary.csv,,,,,1.parquet,"{'top_k': 5, 'bm25_tokenizer': 'space'}",0.98,,
qa_title_query,01_bm25_topk_03,,lexical_retrieval,,3,,,,,,,,,,,{},{},rag_corpus/autorag/vega_lite/trials/qa_title_query/01_bm25_topk_03/0/retrieve_node_line/summary.csv,0.0012947535514831,0.parquet,BM25,"{'top_k': 3, 'bm25_tokenizer': 'porter_stemmer'}",,,,,
qa_title_query,01_bm25_topk_03,retrieve_node_line,lexical_retrieval,,3,,,,,,,,,,,{},{},rag_corpus/autorag/vega_lite/trials/qa_title_query/01_bm25_topk_03/0/summary.csv,0.0012947535514831,0.parquet,BM25,"{'top_k': 3, 'bm25_tokenizer': 'porter_stemmer'}",,,,,
qa_title_query,02_bm25_topk_05,,lexical_retrieval,,5,,,,,,,,,,,{},{},rag_corpus/autorag/vega_lite/trials/qa_title_query/02_bm25_topk_05/0/retrieve_node_line/summary.csv,0.0017355060577392,0.parquet,BM25,"{'top_k': 5, 'bm25_tokenizer': 'porter_stemmer'}",,,,,
qa_title_query,02_bm25_topk_05,retrieve_node_line,lexical_retrieval,,5,,,,,,,,,,,{},{},rag_corpus/autorag/vega_lite/trials/qa_title_query/02_bm25_topk_05/0/summary.csv,0.0017355060577392,0.parquet,BM25,"{'top_k': 5, 'bm25_tokenizer': 'porter_stemmer'}",,,,,
qa_title_query,03_bm25_topk_10,,lexical_retrieval,,10,,,,,,,,,,,{},{},rag_corpus/autorag/vega_lite/trials/qa_title_query/03_bm25_topk_10/0/retrieve_node_line/summary.csv,0.0027100253105163,0.parquet,BM25,"{'top_k': 10, 'bm25_tokenizer': 'porter_stemmer'}",,,,,
qa_title_query,03_bm25_topk_10,retrieve_node_line,lexical_retrieval,,10,,,,,,,,,,,{},{},rag_corpus/autorag/vega_lite/trials/qa_title_query/03_bm25_topk_10/0/summary.csv,0.0027100253105163,0.parquet,BM25,"{'top_k': 10, 'bm25_tokenizer': 'porter_stemmer'}",,,,,
qa_title_query,04_bm25_topk_20,,lexical_retrieval,,20,,,,,,,,,,,{},{},rag_corpus/autorag/vega_lite/trials/qa_title_query/04_bm25_topk_20/0/retrieve_node_line/summary.csv,0.0047898006439208,0.parquet,BM25,"{'top_k': 20, 'bm25_tokenizer': 'porter_stemmer'}",,,,,
qa_title_query,04_bm25_topk_20,retrieve_node_line,lexical_retrieval,,20,,,,,,,,,,,{},{},rag_corpus/autorag/vega_lite/trials/qa_title_query/04_bm25_topk_20/0/summary.csv,0.0047898006439208,0.parquet,BM25,"{'top_k': 20, 'bm25_tokenizer': 'porter_stemmer'}",,,,,
qa_title_query,05_bm25_tokenizer_sweep_topk_05,,lexical_retrieval,,5,,,,,,,,,,,{},{},rag_corpus/autorag/vega_lite/trials/qa_title_query/05_bm25_tokenizer_sweep_topk_05/0/retrieve_node_line/summary.csv,0.0017149019241333,0.parquet,BM25,"{'top_k': 5, 'bm25_tokenizer': 'porter_stemmer'}",,,,,
qa_title_query,05_bm25_tokenizer_sweep_topk_05,retrieve_node_line,lexical_retrieval,,5,,,,,,,,,,,{},{},rag_corpus/autorag/vega_lite/trials/qa_title_query/05_bm25_tokenizer_sweep_topk_05/0/summary.csv,0.0017149019241333,0.parquet,BM25,"{'top_k': 5, 'bm25_tokenizer': 'porter_stemmer'}",,,,,
qa_title_query,06_bm25_tokenizer_sweep_topk_10,,lexical_retrieval,,10,,,,,,,,,,,{},{},rag_corpus/autorag/vega_lite/trials/qa_title_query/06_bm25_tokenizer_sweep_topk_10/0/retrieve_node_line/summary.csv,0.0027838015556335,1.parquet,BM25,"{'top_k': 10, 'bm25_tokenizer': 'porter_stemmer'}",,,,,
qa_title_query,06_bm25_tokenizer_sweep_topk_10,retrieve_node_line,lexical_retrieval,,10,,,,,,,,,,,{},{},rag_corpus/autorag/vega_lite/trials/qa_title_query/06_bm25_tokenizer_sweep_topk_10/0/summary.csv,0.0027838015556335,1.parquet,BM25,"{'top_k': 10, 'bm25_tokenizer': 'porter_stemmer'}",,,,,
unknown_qa,unknown_config,retrieve_node_line,lexical_retrieval,,,,,,,,,,,,,{},{},rag_corpus/autorag/vega_lite/trials/0/summary.csv,0.0015499448776245,0.parquet,BM25,"{'top_k': 5, 'bm25_tokenizer': 'porter_stemmer'}",,,,,
